Context,Response
 such as not enough sleep,0
"Whenever I have to speak in public or be in big crowds, I freak out. I get light-headed, sweaty, and I have trouble breathing.","Basically, your response is the fight, flight or freeze reaction
which is hard wired into the human nervous system, specifically, the autonomic nervous system (called the autonomic response).  This system
is responsible for regulating the heart, digestion, respiratory rate
as well as other aspects which match the symptoms you describe.  It is largely an unconscious function, but
with training it can be managed such as a public speaking course in which you
prepare and even have some exposure to smaller experiences to help you prepare
and cope for larger presentations.  One of the greatest applications of
addressing this response is the NASA program which exposes the astronauts to situations
they will encounter while in space which will trigger the response so that when
it does happen (not if but when) that they are able to move through the
challenge with success.  You can learn
more about his by going to TED Talks “What I learned about going blind in space” It is
a truly inspiring look at what you are experiencing as well as how to deal with
it. 
With that being said, finding a program
like a Dale Carnegie Public Speaking program can help.  Working with a counselor who can help you
utilize visualization of an upcoming speech has been shown to help and you can
always talk to your doctor to see what options might be available there as
well. Good luck!"
"We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate.","You can't fix this by yourself, but I applaud you for trying. One person working hard in a relationship can make things better for a while., but in the long haul you need two people giving some effort. I'm reading between your lines here and I wonder if your need to keep the family together is getting you to apologize when you've done nothing wrong and ignore things you've felt hurt by. I sense that you're doing all the work...that it's not balanced. I have worked with many couples and I've learned never to underestimate what kind of change is possible; anything is possible. But in order for change in a couple to occur, you need two people who are both willing to own their choices and behaviours, and who have empathy. Your boyfriend doesn't appear to have these components; he pushes you away and blames you when he's done something hurtful.Can you be honest with yourself about what's happening? I encourage you to sit down with a trusted friend or therapist and look at what you have here and what your options are. I wish you well. "
"I started dating my fiancé two years ago. My first cousin is married to my fiancé’s sister. There has always been a communication issue between my uncle and aunt and my cousin and his wife. My uncle goes to my mom instead of talking to my cousin, and it upsets my mom.","When you're upset about something, the first question you can ask yourself is ""Whose problem is this?"" It is amazing how many problems will disappear right at that point, because you realize the problem isn't even yours. You can't fix everything in your family. You are starting a new family of your own, and it's time to create a protective bubble around your family unit that keeps other people's issues away. I tell myself ""Not my pig, not my farm, not my problem."" When you stop trying to take care of other people's problems, they are more likely to step up and deal with it themselves. :)"
I believe it is wrong for men to look at inappropriate content. The father of my child has agreed to respect my beliefs. His co-worker sent him an inappropriate video. He got mad because he does not think he should tell his friend to not send him things like that.,"It sounds like you are wanting to protect your child from degrading images and that is one of the important parts of the job of a parent. Although it is challenging to supply an answer without knowing the full situation, it might be helpful to have a more broad discussion about what you both think about the influences and images that your child is exposed to and what you think your role is in protecting your child. This situation is one about beliefs and values and could well be an example you can use for exploring your parenting roles in protecting your child."
"I am married, but I had sex with my friend. I feel guilty, but I feel not guilty too. Do I need to feel guilty? It's my body, and I have full rights to do what I like.","Yes, of course, it's your body and you can do what you feel like doing.Do you feel a commitment to your partner?Your guilt probably is pointing out the feeling of having done with your body what your spirit tells you is a violation of the commitment you feel toward your partner.The good news is that this is a moment for you to examine how strong your commitment is to your partner.Find balance between satisfying your freedom to do as you please, with your sense of being a partner, which means prioritizing the partner once in a while."
"I've been with him for a couple months. We will talk everyday and he will get mad over something I will say and not talk to me. We have our great moments, but I just need to focus on my personal situations, and I feel he is slowing me down with that. I still wanna be with him, but not now.","Why don't you just tell him everything that you just wrote here?You're clear in your mind as to what you would like.Unless you have a whole either side to the way you feel, everything you wrote here explains your position very well.Good luck in having your conversation!"
"I am married, but I had sex with my friend. I feel guilty, but I feel not guilty too. Do I need to feel guilty? It's my body, and I have full rights to do what I like.",My questions to you would be:  Why did you get married?  Would it bother you if your spouse did the same to you?
"I am a female, and I am afraid of having sex. I am afraid of disappointing my partner by being inexperienced. I think he thinks I'm not a virgin. I am also scared that he will be disappointed with my naked body. I don't want my partner to think differently of me because I am afraid of having sex.","The greatest sex experience will be with someone who you feel connected to outside the bed.  This is something that you should feel comfortable in talking with your partner about.  The relationship needs to be strong before moving to the bed anyways. If the love is there, he will understand your fears and make you feel comfortable making it a great experience.  "
"I saw my mother cheating on my dad before. I said something to her, and she said it was in the past. Yesterday, I saw her texting dirty things to the same guy. Should I talk to her again? I don't want my parents to go their separate ways, I just want her to stop. it's not fair.","You as the child in the middle of your parents' problems is the worse position to be in.  I can only imagine your hurt, pain and confusion on what to do.  Honestly, this is a hard question to answer without knowing your age, your parents' ability to handle hearing information from you and your maturity to handle what may happen in the end.  One thing I would like to note....your parents may be in the same house but if your mother is cheating, they have already gone their separate ways.  "
"I've been with him for a couple months. We will talk everyday and he will get mad over something I will say and not talk to me. We have our great moments, but I just need to focus on my personal situations, and I feel he is slowing me down with that. I still wanna be with him, but not now.","I have learned that the best approach is to say that you need the time to get yourself together, mature, learn, outside of a intimate relationship but just in a friend to friend relationship...don't blame him or point fingers at him.... most likely if you did that it would not go well.  If you make it about you and that you want the best for him while you work on self, it would be taken better.  "
I just need to know if I'm really crazy or not.,"Do an internet research on psychosis symptoms and see if you have several of the symptoms.  If you do, seek a medical evaluation from your primary care physician.  There are great medications and psychotherapy that can help you live your life to the fullest.  There a many people who are diagnosed with psychosis and living a productive life.  "
"My dad passed away when I was a teenager. I never got any help, and five years later, I feel like I can't handle it anymore.",It's never to late to get help with grief.  Get help as soon as possible before you are feeling the same way 5 years from now.  You will always miss your Dad but getting help with coping with his loss will make life easier to live.    
I get angry and act out. It scares my wife and child.,"Yes you can..  If you cannot control your temper, who can?  You have more power of your emotions, thoughts and feeling than you are giving yourself credit for.  If this is scaring your wife and child, you need to get control of it immediately.  Try going to an anger management class.  It will help to discover what is the root cause of your anger, what triggers it and how you can control/manage it.  If you can't go to a class, try self help books or even better yet counseling and support of a professional counselor."
"We're not together, but I’m still doing things for him and we are intimate. He’s not there for his son.","You didn't ask a direct question because I feel from what you wrote you already know the answer.  I hate to sound harsh but I am a therapist that call it how I see it so brace yourself...You will always continue to have problems with letting your child's father go as long as you:Don't love or respect yourself first...Don't love and respect your son...Don't demand respect as a woman and mother...Give up the goods regardless of what he does for you or your son...Don't hold your son as a priority in your life....Have self worth of a $1, etc.I have a feeling you are saying...I do love my son and hold him as a priority even if you don't do it for yourself...I would ask...Are your actions of allowing such disrespect from his father proof of that?I know what I have said may have gotten under your skin...I want it to.... because I feel that you have a conscience, want to do better, know you and your son deserve better and you can do better.  Believe in yourself and that you and your son DO desire better and it starts with you setting boundaries with his father.  You can do  it!!!"
"When I'm around people, I sometimes think someone has made a comment to me or asked me to do something. I will be focusing on something else and then randomly think I hear something about me. I never know if it was actually said.","It sounds like you are having difficulty knowing if people are saying things to you, or if you only thought someone was talking to you, and this is anxiety producing. It's understandable that it could be confusing and/or a bit scary to be unsure if people are speaking to you or not. It's hard to say exactly what is going on from just this description, but if you can work with a competent therapist, you may be able to get more insight into what is happening, get clarity about your social interactions, and develop some ways to deal with the anxiety."
"My husband told me last year he never loved me and should have never married me. He's been talking about divorce, but he hasn't filed. Now he has a girlfriend and he abandoned me and his kids. He has no financial help, and he has been out of the home for four months. He became very angry and mean. He says it's all my fault, and that we're not compatible.",It's hard to say that it is a midlife crisis stage..  could be... but so much more seems to be going on or have been going on to say with confidence that it is not much more.  
"I work two jobs and go to school for criminal justice. Over the summer, my father had a stroke. It was very devastating. My father isn't the same, and my family fights every day. I have been kicked out the house many times. I break down a lot.","You undoubtedly are carrying a huge weight on your shoulders. Stressors come in many forms and you are engulfed in a few of the major ones as it relates to dealing with the declining health of your father, family conflict, as well as trying to balance a work and school schedule. Stress, if left unchecked has many negative health related implications. First and foremost I would recommend going to see a counselor at your college/university. Most colleges have counseling centers for students that usually allow for 5-6 free counseling sessions (your tuition actually pay for these sessions so take advantage of them). Secondly I would advise you to take a minute and breathe. When confronted with overwhelming life issues it is common to busy ourselves in an attempt to distract ourselves from the drama, but sometimes that can compound our stress. When dealing with stress it is important that you engage in self care. In other words find time to engage in activities that bring you a sense of peace, enjoyment, and fulfillment in order that you may get a momentary release from your daily hectic life. Even with a normal life there is no way to escape stress, it is inevitable and a part of life, but how you deal with stress, as well as how you take care of yourself in the midst of these whirlwind events will determine your quality of life. I hope this helps..."
"I am a female, and I am afraid of having sex. I am afraid of disappointing my partner by being inexperienced. I think he thinks I'm not a virgin. I am also scared that he will be disappointed with my naked body. I don't want my partner to think differently of me because I am afraid of having sex.","As hard as it may be to do this, since all the media and marketing of how an ideal person looks and performs sexually, surrounds us, keep in mind that the images presented in order to sell movies and almost any product, is meant to trigger fantasies.No one is a fantasy, we are all real and unique.  We can be influenced to believe that being a fantasy is better than being who each of us is, genuinely.Your partner may be much more accepting of your body and your level of sexual experience, than you are of yourself!Sex within a relationship means the two people want to have with the other one, not because they have ideal bodies and expertise, but because the person wants to make love to the one whom they love.When you are in a loving relationship, part of this includes talking about sensitivities and insecurities.  Having a conversation gives the chance to know that you are accepted for who you are, not how closely you resemble a made up idea meant to persuade people to buy items."
"I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes.","Anxiety is simply your system communicating to you that you are in danger. The issue that I see in most of my clients is that they try to reason with this anxiety. You do not reason with sensory states in the body. If your system tells your in danger (your stomache feels like it is knots, your heart is beating out of your chest,) validate by just being present with it. Take your breath to it. Breath in and out of that space. Say ok, I am in danger. I always tell my clients, ""a crying baby wants to be held, not told to shut up."" Listen to your system, validate it like you do a child and see what happens. "
I don't know what to say. I have never really known who I am.,"Three years ago I attended a week long meditation retreat. By the fifth day I noticed I was light headed and felt very strange. I began to realize within my own being an experience of no separation. I would see others at the retreat and smile. I loved them all. I could feel the connection with this awareness I had read about but never truly understood until that moment. I remember understanding all the teachings I had learned throughout my life about a god who existed outside of me. I realized I had all these answeres within my own being and so did everyone else. I began to see everyone as not just capable but powerful loving beings. Since this experience it has been my desire for everyone to become conscious within whatever experience they wish. I do this in many ways. At our studio we combine Mental Health with yoga and meditation as well as nutrition counseling to help people come to their optimal selves. To truly come into a state of ""finding yourself,"" is to start to know and own who you are from a state of solid being. In this there is nothing new under the sun, and it is very simple. I would love to teach you and anyone interested in coming into a state of awake conciousness.  The more awake we are the more joyful we are. I live in this state of being and demonstrate it in my daily life. "
"I am married, but I had sex with my friend. I feel guilty, but I feel not guilty too. Do I need to feel guilty? It's my body, and I have full rights to do what I like.","I don't think there's anything that you're supposed to feel. Some people feel tremendously guilty when they cheat, and others not at all. It could be that your partner doesn't know about the cheating and you haven't had to face his/her emotions and reactions. When something we do is hidden...a secret...it's easier to avoid feeling guilty. I wonder if you're avoiding your own emotions. But let's put that question aside for now. There are better questions.What do you want? Do you want your marriage? If not, this may be why you don't feel guilty. Do you want to be able to sleep with your friend? It's unlikely that both are possible (keeping the marriage and the affair). Yes, you get to do whatever you want with your body...and...there may be consequences. Affairs almost always get discovered. Who do you want to be? What kind of partner do you want to be? What might your partner feel if they knew? How might you feel then? Would you care? Has something happened that's affected how much you care about your partner?I suggest that these other questions might be a place to start. Exploring it with a therapist is something to consider maybe. I wish you the best as you sort it out. :)"
"I've been with him for a couple months. We will talk everyday and he will get mad over something I will say and not talk to me. We have our great moments, but I just need to focus on my personal situations, and I feel he is slowing me down with that. I still wanna be with him, but not now.","It sounds like you're pulling away instead of being honest. If you really want to be with him, why not now? If you don't have time for a relationship, why are you dating at all?I don't understand the whole ""phasing out"" thing that people do these days (or ""ghosting"", where you just stop talking and disappear!). I get the sense that this relationship isn't working for you, but for some reason you're stopping yourself from being honest with yourself and him and just ending it. In the early stage of a relationship (the first year), if it doesn't feel fabulous, it's a good idea to move on. It's not personal. You don't owe this person anything. They deserve someone who's totally into them (and so do you) and you're doing him no favors by hanging on to something that's not amazing or giving him hope that it might work better in the future sometime. You don't have to slowly bow out. It actually creates more hurt than gentle honesty. Maybe people don't know how to say it?""I've decided not to continue with this. I wish you the best."" Life is too short!"
"I am a female, and I am afraid of having sex. I am afraid of disappointing my partner by being inexperienced. I think he thinks I'm not a virgin. I am also scared that he will be disappointed with my naked body. I don't want my partner to think differently of me because I am afraid of having sex.","These fears are completely normal. Almost everyone has the same fears you do, to some degree, especially if they lack experience. Men also feel far more of these fears than you realize. That can help...to remember that we're all a little scared and looking for safety and approval.You mention a partner, but I'm not sure if you currently have one. Having a partner you can trust with your fears and who you feel safe with is so important. When you're really confident someone cares deeply for you, this can help the fears to go away or diminish. How well do you know your own body? Getting to know how you like to be touched and how different touches feel...getting acquainted with your body yourself first...this can help build sexual confidence. In general, our partners care less about our fat and wrinkles than they care about how we make them feel in bed. Being a generous lover who is confident enough to put fear aside...ironically this is what makes you ""good in bed"". But be patient with yourself. Your confidence will grow with experience, and that doesn't have to happen until you are ready. There's not rush. :)"
I get angry and act out. It scares my wife and child.,"Anger is a normal emotion, no different than joy, elation, or sadness. It's not anger that gets us in trouble it's the overtness of the emotion or how we allow it to manifest that gets us in trouble. Being able to control your temper depends on several variables: how you saw anger acted out as a child in terms of your primary caregivers and what you internalized as being normal in terms of managing conflict, and your communication style regarding how you confront problematic situations. There are some whose anger takes on a volcano effect whereby they don't readily address problematic situations but rather they continue to stuff their emotion until the right trigger causes them them to explode, and then there are those who are very impulsive in terms of how they react to stressful situations, they don't take time to think out situations or to make sense of them, they just impulsively respond. I would encourage you to seek anger management from a therapist who utilizes a Cognitive Behavioral approach in order that you may explore how your irrational thinking related to certain situations may be influencing your problematic behavior. In addition, I would encourage you to engage in activities that promote stress reduction if your blowups are indeed related to being overly stressed. The first step is recognizing that you have a problem that you need help in understanding and addressing, which you have, now take the next step in finding a therapist in order that you may learn to control your temper and undo some faulty wiring that may be related to how you process emotion, and communicate that you're angry. Remember, anger is the overt expression of some other emotion (i.e., disappointment, hurt, frustration, etc..) Hope this helps..."
"He isn't violent, but he has anger issues and deep insecurities. He's working on them and has improved. We started counseling, and he participated in one or two individual sessions, but we broke up again shortly thereafter. Now his constant questions and accusations are getting really draining.","Hello and thank you for your question. I worked for a number of years with people who have been both abused in their relationships and those who have been abusive. Being involved in a relationship with a partner who does the behaviors you describe can be incredibly difficult, and many would argue is even harder than overcoming actual physical violence. I was a little confused about whether you're are still broken up with this person or if you are still thinking about it. I am going to assume you are still undecided. Some of the things you are describing sound like emotional abuse. Even without physical abuse, being emotionally abused can still be traumatizing. When partners question and accuse, they are often trying to exercise power and control over their partners by hurting them with unfounded accusations.  The accusations serve to make someone feel guilty and to manipulate them. For example, if your partner accuses you of cheating when you go out bowling with friends, you may elect not to go bowling just to satisfy your partner and prevent a fight from occurring. The person being accused or questioned often tries to prove over and over again that they have done nothing wrong, but it doesn't matter. And that brings me to the point of what some people who experience these behaviors do in order to start feeling like they have some power again. Here are just a few things:1. They realize there is no right answer. Trying to be logical with someone who doesn't want to be logical doesn't work. Many people simply stop trying to defend themselves against false accusations because there was no answer that would satisfy their partner anyway. In addition, the rules of the relationship seem to change on a daily basis, and what may be okay with your partner one day may make them angry the next. And this can leave people constantly feeling like they are on eggshells.  2. The find support. Finding a support group or a group of people who remind you on a daily basis that you are a decent person is always a good idea. One of the things that can happen when we are with someone who does emotionally abusive things is begin to have a negative concept of ourselves. Surrounding yourself with people who remind you that you are a good person is a great idea. 3. They reinvest in themselves. Try to find some time for yourself. This couldn't possibly sound more cliché, but it is actually true. Whether that is taking up a new hobby or doing an old one. One thing that can happen when emotional abuse takes place in a relationship is the person being abused can begin to isolate and not do the things that make them enjoy life. Taking some time for the self can sometimes bring things into perspective.I don't know if you are still in counseling, but if you are and you are getting what you need then that is great. If not, there are others you can try. It's important to find the right fit. As for the question of whether or not you should leave your partner, that is a question that can only be answered by you. But you could ask yourself some questions  like these to help you decide:1. What are some of my values about relationships? Do I want Trust? Honesty? Ask yourself if you have these things in your relationship.2. Do I feel like this relationship brings out the best in me, or does it seem to bring me down?3. If I want to stay in this relationship, what are some specific things that need to change? Hope some of these suggestions help. Good luck to you. Be well.Robin Landwehr, DBH, LPC, NCC "
"I think I have depression, anxiety, bipolar disorder, and I have anger issues. I told my mom over and over again. She told me she would get me a therapist, but she never did. I just found out that my mom can't afford a therapist for me.","It can be difficult to get counseling if you don't feel supported by family members.  There might be a few options.  If you are in school, I'd recommend talking to a school counselor or school nurse.  They often will be able to help you access free or affordable counseling resources in your community.  In addition, depending on where you live, it's also often possible to call 211 for referrals to free or low cost counseling services in your area.I'd encourage you not to give up. You are on the right track.  "
"I have a relative who is in his twenties.  He was in a drug rehabilitation program and got kicked out for using drugs again. No one informed family that he was using drugs again.  He subsequently overdosed and was found dead.
Is their accountability of counselors, therapists or the halfway house for not reporting that he had relapsed? Is there a legal case for failing to report?","I'm so sorry to hear of your loss.  This sounds like a really difficult situation for the whole family.  Since the answer to this question will depend a lot on the applicable state laws, I would suggest talking with a local attorney.  That being said, I see two competing issues here.  On the one side is the duty of confidentiality the counselors owed to your relative.  On the other side is the duty the counselors had to act reasonably to protect your relative from harm.  Generally there is not a requiremt for substance abuse treatment centers to notify family members if an adult client relapses.A local attorney will be able to provide more specific guidance on the legal obligtions and liabilities in this situation."
"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.","Hello! Thank you for your question. I have a worked with many people who have become addicted to benzodiazepines, like Clonazepam. It is a difficult road for people who are trying to become clean. It is also a very difficult road for those who love the person and are trying to be supportive. During those times, it is important to remember to take care of yourself, too. As for taking your friend's pills, my concern would be the legal ramifications that you could face should you ever be caught with someone else's prescription medication, and especially these types of medications. Our laws have become much more strict surrounding prescription drug sales and possession due to the increase in prescription drug abuse. In addition, people who are in active addiction are likely to find some other means to get their drug, so it would do little to help the overall problem. I don't know about your friend's family situation, but they may be a better route to take if you are concerned about your friend. They may already be involved, but with your help you may be able to convince your friend to go to treatment willingly. That is usually better. In many states, there are also involuntary committal processes where a person's family may be able to convince a court to force the person into treatment. This varies from state to state. If your friend's family is not aware of this option, it may be something to look into. It usually does take a relative, or a medical provider, to begin this process if it is available. I hope this was helpful, and I wish you and your friend well. Robin J. Landwehr, DBH, LPC, NCC "
"I'm concerned about my boyfriend. I suffer from anxiety, but I always have this feeling he wants to hurt me because he told me he was interested in BDSM intercourse. We haven't tried it, but I've had this feeling he always wants to.","
Hello! Thank you for your question. There are few things
that people find more personal than their sexual relationships. When we feel
connected to our partner, sex can be best thing since sliced bread. However, if
we feel disconnected in some way, sex can feel degrading and even painful. 
I don’t know the specifics about your relationship or how
comfortable you are in talking to your boyfriend, but this is one of those
situations where communicating your fears is a good idea. The only exception to
that would be if you believe he is actually a threat to you in some way. If you
believe that, then you should do whatever you think is safe. It sounds like
there is a part of you that is already afraid of him, and if that is the case
then remaining safe is your top priority. 
Assuming you are able to share with him your feelings,
telling him what you are and are not interested in sexually is very appropriate
and sexually healthy. Sex is something that is supposed to be enjoyable for
all parties. All parties should feel respected and able to say “no” to
absolutely anything they are not comfortable with. 
I call the respectful agreement between sexual partners, “sex
trust.” Sex Trust means your partner respects your boundaries. It means they
won’t degrade you sexually with hurtful words, forced sex, or forcing or
coercing sex in ways someone is not interested in having.  Your personal safety and mental well-being is
what is most important. 
Now, if there is a part of you that is curious about BDSM
and may be interested in participating in it, there are many websites that you
can explore to learn information. I will warn you, some websites and articles
are better or worse than others, but you may at least feel more informed. 
Many people engage in BDSM and have happy relationships, but
again, it completely depends on what each person in the relationship wants. It is
also important to know that BDSM is not just one thing and people practice it
differently based on comfort. If it is something you are uncomfortable with,
then you shouldn’t feel obligated to do it.
 
I hope this was helpful. Be well.
 
Robin J. Landwehr, DBH, LPC, NCC
"
"He isn't violent, but he has anger issues and deep insecurities. He's working on them and has improved. We started counseling, and he participated in one or two individual sessions, but we broke up again shortly thereafter. Now his constant questions and accusations are getting really draining.","Sometimes relationships just do not work.  Don't feel that the first, second, or even third relationship is the relationship you are suppose to be in for life.   The one that is meant for you will require work but should be be draining and a constant roller coaster of breaking up.  It is good you all went to counseling, but one or two sessions may not be enough to make and see a change in behavior.  It takes times and it takes both working toward the same goal.  I would suggest doing you...meaning focusing on your own growth at the time.  If he wants to grow with you, he will make the necessary steps.  If he doesn't...wish him well."
"I have had a crush on this guy for years. I last talked to him a few years ago when we graduated from high school. We left off on a good note. Should I message him and see how he is doing, or is it too late?","It's never to late to let a person know how you feel.  You never know where it will take you.  You don't want to hold this regret of not letting your feelings known and wondering ""what if"" for the rest of your life.   That can be torturous.   Now prepare for whatever..if his feelings are the same or if they are not.  If they are the same...great.  If they are not, feel good that at least you let a person know they hold a special place in your life and wish him love, peace and happiness in his life.  "
I would like to be able to have more positive relationships in the present.,"Take one day at a time!!!  Each day do things that make you happy, moves to a positive place, focusing on the future, give you a sense of fulfillment and accomplishment.  Journal at the end of the day of how well you did that day in focusing on these things.  Each day should be a step better than the previous day.  You will have days that you didn't do as well....that is human and OK.  Just get back on track the next day....At the end of the week, review how well you did and give your self a grade.  If did well, you deserve ice cream, etc.  If not so good, OK....tell yourself next week ""got to focus one day at a time"".  You can do it....it takes practice but will get better each day,  I wish you happy days and happy future..."
"I love him, but he doesn’t show me love. He talks badly about me to his friends.","So many questions comes to mind when I read your words...Do you love yourself?  What do you LOVE about him?  What are you getting from this relationship that is good for you?  What are you lacking in yourself that you allow yourself to be treated this way?....I can go on..If you can answer these questions, maybe you will answer your own question of WHY are you with your husband or even better, WHY you ALLOW your husband to be mean, show no love, disrespect you?  You seem to lack self-worth...seek a professional to help you with this."
"We don't have sex a lot. I cheat when we argue. I don't kiss or have unprotected sex with them. It's a one time thing, and I never see them twice.","
Hello, and thank you for your question. The question about
whether or not to cheat is based on personal values that can only be answered
by you. However, here are a few things to consider and questions to ask
yourself to help you find your answer:
1.    
Do you feel like you are violating your own
values or morals? This is important, because we all have different values and
morals surrounding sex, love, and monogamy. If you value monogamous
relationships and find yourself cheating on your partner, then you may feel
like you are living in contradiction to your values, and most people are not
happy when they do that. However, if monogamy is not something you value, then
perhaps it is time to re-evaluate the relationship and determine if it is still
right for you. Not all people want monogamous relationships, and that
is alright. Finally, if you value your husband’s feelings and know that the
affairs would hurt him, then your behaviors may again be in contrast to your
own values. That can only be determined by you. 
2.      Based on how you describe your relationship, it
sounds like you are not very satisfied with the way it is.  From the outside, it looks like the affairs
are a way to “get even” with your husband or to feel better after an argument. This
is something that can happen when mutual respect starts to fade in a
relationship and gets replaced with contempt. We can simply stop caring about
how our actions hurt each other, or potentially hurt each other. Perhaps the
question to ask here is, when you look out toward the future with your husband,
is this the pattern that you want to keep? The pattern of very little sex,
argument, and then satisfying the pain or dissatisfaction with affairs. 
 3.      What are your goals for this relationship? If we
start to become disconnected in a relationship, we can begin to do things on
autopilot. Get up, get the kids up, go to work, come home, and go to bed. None
of which requires any intimacy at all. Are you still able to see the hopes and
dreams you once had for this relationship?
 4.     
Have you considered seeking marital counseling? Not
having affairs won’t actually fix the part of the relationship that is leading
you to have them. If there is something broken, it sometimes requires some help
to get it fixed. 
 Hopefully these questions and thoughts will help you come to
some kind of conclusion about what is right for you and your relationship. I certainly
wish you well. 
 Robin J. Landwehr, DBH, LPC, NCC 
"
"I love him, but he doesn’t show me love. He talks badly about me to his friends.","
Hello, and thank you for your question. Loving someone who
doesn’t respect or treat you well can be enormously difficult and painful. 
Many people who find themselves in an emotionally hurtful
relationship say that it was wonderful when it first started, but that over
time their partner’s behaviors changed and they became emotionally or
physically abusive. 
I want to say right away that it is not your fault in any
way if someone is abusive to you. It does not mean that you are broken or that there
is something wrong with your character if you have not left the situation.
People stay for many reasons, such as fear, finances, children, pressure from
others, and love. 
Many people have had to leave their abusive partners who
they still love to preserve their own safety and regain the sense of self they
may have lost. It is a very difficult thing to do, even if you know it is the
right thing. 
The person who really needs to take a hard look at
themselves is the person doing the abusing.
It is very common for mental and emotional abuse to wear
away at someone’s self-esteem. This can lead to other problems, like depression
and anxiety. These issues sometimes require professional support to manage,
such as a counselor or perhaps a doctor who may prescribe medication. 
A counselor may be able to help you sort through your fears
and concerns about staying or leaving. To look at things from different angles,
and to help you decide what is best for you. 
You have not said that your husband has been physically abusive
to you, but if that has been the case, then you must consider your physical
safety first. Leaving an abusive relationship is the most dangerous time.
Getting help from professionals would be critical, and I would recommend your
local domestic violence program. 
Whatever you decide to do is the right thing for you. I
would encourage you to ask yourself honestly about your reasons for staying and
the barriers that may keep you from going. You do deserve to be happy and
emotionally safe. If you do not feel like you have that safety, then seeking
someone to help you sort through these things is a good plan. 
I wish you well.
Robin J. Landwehr, DBH, LPC, NCC 
 
"
"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.","First of all, where did you find the pills? Did you have to go into her private space or things to find them? If so, you might want to do some research on codependency. I recommend the book ""The Everything Guide to Codependency."" You can find it here: https://www.amazon.ca/The-Everything-Guide-Codependency-codependent/dp/1440573905 . It's not honest to go searching through someone's things. You dislike the deceit in her, so why model it in yourself?If the pills were just left out, that's a different story. Again though, model honesty. Talk to about what you found. Avoid being accusitory. A good old ""I found these...what's going on with this?"" might be a good place to start. Tell her how it makes you feel. Have you ever heard of ""I statements?"" Google this....you will find a lot of good templates on how to frame this conversation. At the end of the day though, these are her choices. Not yours. All you can do is tell her how you feel, make a few gentle suggestions, and get back to taking care of you. If it gets to the point where seeing her downward spiral is too much for you, let her know this and tell her you can no longer be involved, for the sake of your own health and sanity. There is nothing wrong with trying to help, but ask yourself, are you really being helpful? If you are starting to feel resentful, know that you have crossed the line into codependency and back away.Hope this helps and all the best,Aleisha"
"Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.","Forgiveness takes time. You know what you did, and by the sounds of it you are not impressed with yourself. In my mind, this is a sign that you are a good person. You recognize that you did something that crossed your own moral code. You could have just done this thing and not felt anything - but you do feel. And that is OK. It's not supposed to feel good when you do something wrong.Be patient with yourself. These things can take time. I suspect that you will be one of those people who slowly let go of their shame and guilt. The trick is to feel the pain but to not ignore/detach from the life that you are living right now. Don't deprive yourself of the opportunity to feel joy again. "
"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.","Your good intentions to help your friend stay clean, are very caring about her.Unless your friend feels like stopping pills,  taking them away will mean she finds them some place else.The problem that anyone who is addicted to pills has, is that the person is psychologically and at least with xanax, physically addicted.Taking pills has basically become a standard part of your friend's life.Her problem is bigger than your ability to care.If you haven't already done so, tell your friend directly about your opinion on the way she is using pills.This is not a guarantee that she'll stop.It isa way of you showing that you care about her.Offering love and advice are the only things you can do for her.Meanwhile, knowing she is hurting herself is probably hurting you.Be sure to keep a sense of balance within yourself.  Offer your concern and know she is the one who must decide to stop using."
"I constantly feel like everyone is up against me and trying their best to shut me down. It's ruining my mood and even my whole self. I have trouble sleeping, and I keep having sleep paralysis while dreaming of others mocking and judging me.","The problem you describe sounds very wearing on your spirit.Are there particular reasons for why you feel everyone hates you?Have you been in a clash of ideas or opinions and feel yourself in the minority viewpoint?Or does your sense of being shut out start within your own mind, as though you anticipate that others will not like what you say?If actual conversations are leading you to feel left out, then evaluate whether to bring up certain points to the other person.Or, you may also decide that the relationships in which you feel shut out, are no longer worthwhile ones for you.If the problem is hesitating to interact because you imagine others will reject you, then maybe you can coach yourself into trying a small step toward introducing yourself and your thoughts to others."
