,movie_title,content_rating,genres,runtime,top_critic,review_content,recommended
282539,Deep Rising,R,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",106.0,True,"Bemusing, how much money and effort go into the making of such a movie, and how little thought. It's months of hard work -- for what? The movie is essentially an Alien clone with a fresh paint job.",0
112615,Aeon Flux,PG-13,"Action & Adventure, Science Fiction & Fantasy",95.0,False,To put it succinctly 'Aeon Flux' sucks!,0
727291,Rise of the Planet of the Apes,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",105.0,False,It's a surprisingly provocative film that really stretches the definition of summer blockbuster.,1
896210,Sully,PG-13,"Action & Adventure, Drama",96.0,False,"Sully is too bland to be worthy of the talent of the great Clint [Eastwood], but that doesn't stop it from being a good movie. [Full Review in Spanish]",1
907076,"Synecdoche, New York",R,Drama,124.0,True,"Synecdoche, New York comes as close as any film has to explaining the epic indignity of the creative process, how some great works collapse beneath their own abstraction.",1
1115688,Won't Back Down,PG,Drama,121.0,False,"All films should aspire to manipulating their audiences. [this film] does just that, but with no subtlety and little genuine conflict or tension.",0
710539,Reindeer Games (Deception),R,"Action & Adventure, Drama, Mystery & Suspense",104.0,False,"A high-octane performance from Sinise, and an even better one from Theron, who is magnetic and credible in every scene.",1
784061,The Seventh Seal (Det Sjunde inseglet),NR,"Action & Adventure, Art House & International, Classics, Drama, Science Fiction & Fantasy",96.0,False,Haunting and beautiful.,1
532977,L' Ora di Religione (Il Sorriso di Mia Madre) (The Religion Hour) (My Mother's Smile),NR,"Art House & International, Comedy, Drama",103.0,True,A richly rewarding film for the discerning audience.,1
456084,Insurgent,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",118.0,True,A modest cultural artifact if one largely devoid of aesthetic interest.,0
671833,Prince Avalanche,R,"Comedy, Drama",93.0,False,"The film's full weight ultimately feels just out of reach, but for a small story about isolation, that mood is fitting.",1
1059391,Tucker and Dale vs. Evil,R,"Comedy, Horror",89.0,False,"Make no mistake, ""Tucker & Dale vs. Evil"" is a total lark, yet it's also very clever. Real thought and ingenuity were brought to its making, and it shows.",1
1089568,Warm Bodies,PG-13,Comedy,98.0,True,"Takes its premise painfully literally, resulting in a series of unlikely developments guaranteed to get hardcore zombie-movie fans frothing with rage -- if they don't doze off first.",0
384305,Good Burger,PG,"Comedy, Kids & Family",95.0,True,It's hysterically funny.,1
615139,Nocturnal Animals,R,"Drama, Mystery & Suspense",116.0,True,"If this movie were a person, it would be constantly admiring itself in the mirror.",0
645494,Pathfinder,R,"Action & Adventure, Drama",99.0,True,"The movie is part Apocalypto (warriors, threat of hostile takeover, violence!) and part 300 (warriors, threat of hostile takeover, violence!), but with the commercial misfortune of being neither.",0
997592,The Neon Demon,R,Horror,117.0,False,[It's] certainly not for everyone but is a must-see for film-goers seeking the idiosyncratic and the outlandish.,1
153655,Away From Her,PG-13,Drama,109.0,False,... less a drama about Alzheimer's disease than a cinematic poem of love and loss.,1
608985,Next,PG-13,"Mystery & Suspense, Science Fiction & Fantasy",96.0,True,Next comes across like a standard clock-puncher for almost everyone involved.,0
810778,The Silver Chalice,NR,"Classics, Drama, Romance",144.0,False,Dreadful epic noteworthy mainly for being Newman's feature debut.,0
246867,Clockstoppers,PG,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",94.0,False,"Clockstoppers is one of those crazy, mixed-up films that doesn't know what it wants to be when it grows up.",0
962235,The Great Wall,PG-13,"Action & Adventure, Drama, Mystery & Suspense",104.0,False,"The movie is a muddled monster mash that's as disappointing as it is insignificant, and I imagine as far as Yimou is concerned he'll think twice before accepting another paycheck from Hollywood anytime soon.",0
237517,Chicken Run,G,"Action & Adventure, Animation, Comedy, Drama, Kids & Family",85.0,False,"It all builds to a fabulously frantic, hilarious action-packed climax.",1
962029,The Great Museum,NR,"Documentary, Special Interest",94.0,True,Armchair travellers will revel in this opportunity to see such a superb collection as well as all the toil and passion behind it.,1
95958,A Rumor of Angels,PG-13,Drama,106.0,False,"Short-story quaint, touchingly mending a child's pain for his dead mother via communication with an old woman straight out of Eudora Welty.",1
673806,Prisoners,R,"Drama, Mystery & Suspense",153.0,True,"In any case, the crowd I watched it with sat in awed, tense silence throughout-a mighty good sign that a thriller is doing its job.",1
1001440,The Other Woman,PG-13,Comedy,109.0,False,"A disappointing attempt at comedy that ends up being three talented, attractive woman failing to make us believe this story or laugh at its absurdity.",0
960172,The Gold Rush,G,"Classics, Comedy",82.0,False,"Perhaps the defining Chaplin film, and certainly his funniest.",1
1086621,Wall Street,R,Drama,125.0,False,"The conflict may be familiar, but Stone brings the mystery of Wall Street's heros and villains, its big-stakes players and two-bit salesmen into sharp focus. It's a look that is both exhilarating and astounding.",1
1114740,Wonder Wheel,PG-13,Drama,101.0,False,It's a pleasant little chunk of Allen's brand sure to lightly please fans and maybe a few others.,1
874850,Starry Eyes,NR,"Horror, Science Fiction & Fantasy",96.0,True,"Though it's a tad overcranked in the final furlong, the sheer energy on display and a devilishly compelling plot ultimately win the day.",1
831733,Snowden,R,Drama,134.0,False,Gordon-Levitt deserves praise in his portrayal of an increasingly troubled and paranoid Snowden.,1
165787,Battleship,PG-13,"Action & Adventure, Science Fiction & Fantasy",131.0,True,"Battleship, a commercial for, alternately, the military or Michael Bay's back catalog, feels sunken from an overdose of charmless grunting and computer-generated ballast.",0
62794,Standing Still,R,"Comedy, Drama",90.0,False,"I continue to enjoy Van Der Beek's willingness to play obnoxiously against type -- it turns out as a big-headed hero, he's boring, but as a big-headed ***, he's a funny guy.",1
962462,The Greatest Showman,PG,"Drama, Musical & Performing Arts",105.0,False,... barely a film at all.,0
186287,Black Sheep,R,"Comedy, Horror",86.0,False,"Sheep are supposed to have a particular knack for putting you to sleep, at least when counted, but Jonathan King's cannibalistic farm animal horror satire Black Sheep could keep you awake nights instead.",1
1120197,The X-Files - Fight the Future,PG-13,"Mystery & Suspense, Science Fiction & Fantasy",120.0,False,"Chris Carter had the daunting task of pleasing fans of the show, while at the same time not alienating those new to it. It's a balancing act that he mostly achieved, but in the end it's probably best enjoyed by those who are already fans.",1
1093509,We the Animals,R,Drama,94.0,False,"features the wonder of childhood pierced by parental problems of Sean Baker's ""The Florida Project,"" some of the magical realism of Benh Zeitlin's ""Beasts of the Southern Wild"" and the fragmentary impressionism of Terrence Malick's ""Tree of Life.""",1
853198,Spider-Man: Into the Spider-Verse,PG,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",117.0,True,"Just when you thought you couldn't take another Spider-Man reboot, along comes the movie to put them all in perspective.",1
792618,Sharkwater,PG,"Documentary, Special Interest",89.0,False,Rob Stewart's labour of love goes beyond mere obsession with our 'most amazing and mysterious animal.',1
489788,Kiki,NR,Documentary,95.0,True,"It explodes with energy, thanks in part to rattlesnake-taut dance tracks from MikeQ and ballroom DJ crew Qween Beat, but mostly from the Kiki kids themselves.",1
304487,Drag Me to Hell,PG-13,"Horror, Mystery & Suspense",99.0,False,Raimi as a filmmaker is clearly having more fun than he's had in years. So will his fans.,1
185970,Black Panther,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",134.0,False,"A righteous riposte to centuries of oppression, absorbed and answered with a glorious, joyous celebration of blackness.",1
281913,Deception,R,"Action & Adventure, Mystery & Suspense",107.0,True,Simultanously silly and sleep-inducing.,0
399740,Hands of Stone,R,"Action & Adventure, Drama",105.0,False,Another well-intentioned but feckless snooze.,0
72402,I Love You Beth Cooper,PG-13,Comedy,102.0,False,Hayden Panettiere provokes many emotions as the title object of desire in Chris Columbus's dreadful teen romance. Love is not one of them.,0
439715,"I, Tonya",R,Drama,121.0,False,Margot Robbie is a human dynamo as Tonya Harding.,1
1046289,Tommy Boy,PG-13,"Comedy, Special Interest",98.0,False,"It's not high art -- but it IS pretty damn funny, and sometimes that's more than good enough.",1
140858,Anywhere but Here,PG-13,"Comedy, Drama",114.0,False,Without a strong central narrative ... the film loses momentum and ends as one more tired treatise on family dysfunction.,0
374931,Gimme Danger,R,Documentary,108.0,False,Required viewing for anybody who digs rock and roll history.,1
948057,The DUFF,PG-13,Comedy,96.0,False,"Yes, it uses a well-worn textbook but thanks to some quality casting and a likeable screenplay from writer Josh Cagan, there are still plenty of laughs.",1
1071582,Up,PG,"Action & Adventure, Animation, Comedy, Kids & Family",89.0,True,"Because the movie's grounded, it's free to fly where it wants, and it does so with an exuberance and poignancy that at times feels majestic.",1
885974,Storytelling,R,"Comedy, Drama",88.0,False,"Not a cozy or ingratiating work, but it's challenging, sometimes clever, and always interesting, and those are reasons enough to see it.",1
747586,Runaway Jury,PG-13,"Drama, Mystery & Suspense",127.0,False,Entertaining and preposterous in nearly equal amounts.,1
803712,Shrek,PG,"Animation, Comedy, Kids & Family",89.0,True,"Shrek's ability to fit in a number of touching, funny moments says much about the intelligence and wit behind it. It's just a shame that the film is never as clever or as hip as it so desperately feels the need to be.",0
70890,Lakeview Terrace,PG-13,"Drama, Mystery & Suspense",106.0,False,Such a hammer-on-anvil approach that it's clear LaBute and his writers place little trust in subtlety and damn near none in off-message complexity.,0
505885,Lara Croft - Tomb Raider,PG-13,"Action & Adventure, Science Fiction & Fantasy",100.0,False,This just in: Women have breasts!,0
723337,Riding Giants,PG-13,"Documentary, Special Interest, Sports & Fitness",102.0,False,"A joy to watch, and a cheap way to escape to the beach this summer",1
177760,Beyond The Mask,PG,"Action & Adventure, Drama",118.0,False,"It's just a good, fun movie.",1
411455,"Hello, Dolly!",G,"Classics, Comedy, Musical & Performing Arts",146.0,False,"More infamous for bringing Fox financially to its knees than for being the last major musical directed by Gene Kelly, Dolly! is one big-assed bull in a china shop.",0
657993,Planet Terror (Grindhouse Presents: Robert Rodriguez's Planet Terror),R,"Action & Adventure, Horror",86.0,False,A dull-witted homage to 1970s schlock Grindhouse horror films.,0
975373,The Incredible Burt Wonderstone,PG-13,Comedy,100.0,False,"The cast members can't elevate this subpar material, although they do showcase an impressive array of sequined costumes and crazy wigs.",0
356475,Frances Ha,R,Comedy,85.0,False,"Don't be fooled by Frances with all her feigned insecurity and branding of herself as ""undateable"" and predicting she'll be a lonely spinster. She's a psychopath.",1
572046,Midnight Special,PG-13,"Drama, Science Fiction & Fantasy",111.0,False,"Nichols displays that rare faith in his audience, to go with the flow, make our own deductions or assumptions, to read into this cross-country chase what we will --Christian allegory, alien fantasy, or any number of options in between.",1
476501,John Wick: Chapter 3 - Parabellum,R,"Action & Adventure, Drama",131.0,False,The third installment is violently entertaining.,1
436858,I Feel Pretty,PG-13,Comedy,110.0,False,"Like any high-concept comedy, there are always minor things to nitpick. Such logic holes might turn off some more serious-minded critics, but if the goal of a comedy is to make us laugh, this one hits the mark.",1
145957,Ash Is Purest White,NR,"Drama, Romance",141.0,False,"Casts its eye on an exuberant but ultimately mournful setting, its theme serving by extension to apply to us all.",1
281103,Death Race 2000,R,"Action & Adventure, Classics, Science Fiction & Fantasy",78.0,True,"Script, from an Ib Melchior story, makes its satirical points economically, and director Paul Bartel keeps the film moving quickly.",1
316062,Elf,PG,"Comedy, Kids & Family, Special Interest",97.0,False,"Elf may be no more than a pleasant, amusing trifle, a grin that fades well before Thanksgiving, but it also will endure in the way that all decent Hollywood-made Christmas fairy tales last, if they're rendered with good cheer and goodwill.",1
23043,A Man for All Seasons,G,"Classics, Drama",120.0,False,"Splendidly acted by Paul Scofield, who won an Oscar, this version of Robert Bolt's play about the conflict between Church and State suffers from Zinnemann's restrained, middlebrow sensibility.",1
338211,Fathers And Daughters,R,"Art House & International, Drama",116.0,True,"Russell Crowe heads a starry, largely overqualified cast in Gabriele Muccino's treacly, time-hopping family soap opera.",0
860329,Sputnik,NR,"Horror, Science Fiction & Fantasy",107.0,False,"The movie hits a lot of the same conventional beats as its predecessors, but its rethinking of certain aspects of the narrative ... keeps it from fading into the shadows of the better movies it borrows from.",1
163292,Bat 21,R,"Action & Adventure, Drama",105.0,False,"""Bat 21"" is an exciting thriller about survival. And it also manages to say something about the victims of war, and how distance makes the difference to the soldier.",1
70794,Lakeview Terrace,PG-13,"Drama, Mystery & Suspense",106.0,True,"Well acted and tautly directed, it's a movie whose juice is its realism, the easily recognizable situation, the paranoia that any homeowner can identify with.",1
174323,Ben is Back,R,Drama,103.0,True,"A compelling and intelligent study of how drug addiction affects a family... The film falls apart in the end, alas, as the story spins into druggie melodramatics.",1
403292,Harley Davidson and the Marlboro Man,R,Action & Adventure,98.0,False,"Rourke and Johnson fail to credibly play squinty soulmates, looking as though they hurriedly went their separate ways once the cameras cut.",0
438797,"I, Robot",PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",115.0,False,"The extras begin with an intelligent, interesting and thorough audio commentary by director Alex Proyas and writer Akiva Goldsman.",1
427503,House of Flying Daggers,PG-13,"Action & Adventure, Art House & International, Drama",119.0,True,"As stunning as it is, it also serves notice that House of Flying Daggers will have none of the complexities of Hero.",1
86742,211,R,"Action & Adventure, Drama",83.0,False,"There are some competently staged shootouts surrounding the bank robbery, but those sequences are not enough to recommend the film.",0
450912,Independence Day: Resurgence,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",120.0,False,Uninspired sequel is dull despite big sci-fi battles.,0
480203,Judy,PG-13,"Drama, Musical & Performing Arts",118.0,False,Beautifully expresses what it's like when you open the door to the dark side of celebrity.,1
774116,The Secret Life of Bees,PG-13,"Action & Adventure, Drama",110.0,True,Those who were moved by the book are likely to find this adaptation affecting and emotionally satisfying.,1
665947,Precious: Based on the Novel Push by Sapphire,R,Drama,109.0,True,"Raw, moving and somewhat akin to having a piano dropped on your head, Precious is a fable of abuse and redemption.",1
390992,Green Book,PG-13,Drama,130.0,False,"It's excerpt-ready for the Oscars, with the little blocks of conflict quickly precipitated and solved in a fast minute. The self-congratulation is thick.",0
577292,MirrorMask,PG,"Drama, Kids & Family, Science Fiction & Fantasy",96.0,True,"Leonidas walks this tightrope quite engagingly, showing us a girl on the cusp of womanhood, torn between two competing needs -- to become an adult, to remain a child, to vilify, to revere.",1
918622,Thank You for Smoking,R,"Comedy, Drama",92.0,False,Unusually sophisticated -- and frequently hilarious -- satire on spin-doctoring.,1
395717,Guest of Honour,NR,Drama,105.0,False,"Interesting concept, that of a woman who insists on being punished though she is not guilty, marred by convoluted story telling.",0
404065,Harry Brown,R,"Art House & International, Drama, Mystery & Suspense",97.0,False,"A lot to digest stylistically and narratively, but Harry Brown is developed in an ever-increasing, shock-inducing manner and is undeniably successful.",1
408274,The Heart Is a Lonely Hunter,PG,"Classics, Drama",124.0,False,Touching drama.,1
270463,Dance Flick,PG-13,"Action & Adventure, Comedy",83.0,False,"Pro forma and tasteless, if not excessively vulgar, the movie loses its urgency when it becomes an almost verbatim example of the melodrama it's skewering.",0
701972,The Reaping,R,"Horror, Mystery & Suspense",99.0,False,The fact remains that audiences don't seem particularly drawn to Swank in anything other than asexualized roles.,0
759542,Savages,R,"Drama, Mystery & Suspense",130.0,False,"Combustible, chaotic, weirdly likable snapshot of new-millennium idylls and infernos",1
1022343,The Tree of Life,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",138.0,False,"[Malick] wants to see so much: people and through people to their souls, the world and through the world to the ineffable, life and death and through them to their meaning. And...he wants to help us to see it all too.",1
333176,The Family Stone,PG-13,"Comedy, Drama",104.0,False,a rare family comedy for grown-ups that's worth your time.,1
457295,Interview with the Assassin,R,"Drama, Horror, Mystery & Suspense",88.0,False,"There is enough creativity on display to make the film intriguing. Unlike the subject of the story, however, Interview with the Assassin misses its target.",0
843615,Soul Power,PG-13,"Documentary, Musical & Performing Arts",93.0,False,Watching Soul Power is like flipping through Polaroids of that era. The color is a little washed out and everyone looks amazingly young.,1
1015122,The Shape of Water,R,"Drama, Science Fiction & Fantasy, Romance",123.0,True,"In a corporate-run franchise-driven industry, del Toro's movies are refreshingly personal. All of this is true of The Shape of Water, but still, something's off.",1
413809,Herman's House,NR,"Documentary, Special Interest",80.0,False,A compelling and enlightening documentary about the important role creativity can play in the pursuit of justice and the spread of compassion.,1
725171,Rings,PG-13,"Drama, Horror",97.0,False,"Rather than emphasizing the dangers of technology, Rings warns of the worst case scenarios for unnecessary sequels.",0
465366,It's Kind of a Funny Story,PG-13,"Comedy, Drama",100.0,True,"Like a short course of intelligence-numbing anti-depressants: Though it may make you feel temporarily better, it's probably not worth the icky aftertaste.",0
982964,The Last Black Man in San Francisco,R,Drama,121.0,False,a film that just may make you fall in love with the movies all over again.,1
128113,American Hustle,R,Drama,138.0,False,A profoundly entertaining collection of none-too-bright folks who think they're smarter than everyone else. And it's all set to the best soundtrack of the year.,1
959434,The Girl with the Dragon Tattoo,R,"Drama, Mystery & Suspense",158.0,False,"This is still a slick, gripping thriller and Fincher's stylish fingerprints can be seen all the way through.",1
67484,Imagine That,PG,Comedy,107.0,True,"Imagine That is a benignly didactic kiddie movie that at once benefits from and gets buried under Eddie Murphy's skittery, overeager inflections.",0
86549,20th Century Women,R,"Comedy, Drama",118.0,False,One of the year's best movies -- a coming-of-age story in which even the grownups are still coming of age.,1
204448,The Breakfast Club,R,"Comedy, Drama",92.0,True,"Mr. Hughes, having thought up the characters and simply flung them together, should have left well enough alone.",0
1102194,While We're Young,R,"Comedy, Drama",94.0,False,A triumphant examination of confusing efforts to figure out what to do with yourself as a human of any age.,1
662536,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),R,Drama,121.0,False,Portrait of a Lady on Fire brims with the unique burning desire and adoration that the female gaze can capture.,1
311510,Eastern Promises,R,"Drama, Mystery & Suspense",100.0,False,"Mortensen, lean and muscular and moving like a prowling tiger, gives a subtle portrayal of a man struggling with his conscience.",1
924749,The Amazing Spider-Man 2,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",141.0,True,"Even though the ride is bumpy, the final destination is more than worth the effort.",1
837779,Something's Gotta Give,PG-13,"Comedy, Romance",125.0,True,"Ms. Keaton projects her wondrously warm personality, and the erstwhile Jake Gittes keeps us entertained with a sense of irony that keeps things from getting too sticky.",1
589526,Mother and Child,R,Drama,126.0,False,"There's something vaguely mystical -- and quite affecting -- about the way the individual paths of these women come together in Mother and Child. Intentionally or not, the movie is about the invisible hand of fate, or a higher plan, in our lives.",1
699910,Ready Player One,PG-13,"Action & Adventure, Science Fiction & Fantasy",140.0,False,"To quote from yet another famous '80s reference, go ahead and gag me with a spoon.",0
162904,Basic,R,"Action & Adventure, Drama, Mystery & Suspense",98.0,False,"Granted, it's not Rollerball, and that in itself could be considered a small blessing. Unfortunately, it's only a small one, but I guess I shouldn't be too picky.",0
798122,She's the Man,PG-13,"Comedy, Romance",105.0,False,"The big problem is that most of the schtick doesn't work very well, not that Bynes can't do it, but it seems almost nobody else can, and those who do are stuck in parts that are half baked cartoons.",0
786419,Sex Tape,R,Comedy,94.0,False,"On a scale of ""Kim Kardashian"" to ""Fred Durst,"" Sex Tape clocks in at a ""Tila Tequila"" - meaning, despite being a trashy mess, we still can't peel our eyes away for some reason.",1
21100,House of Wax,PG,"Drama, Horror, Mystery & Suspense",88.0,False,"A three-dimensional item of horror and suspense. As a 3-D spectacle, it is technically far ahead of the recent Bwana Devil, and the corny story is at least up to the average chiller-diller.",1
95313,$9.99,R,"Animation, Art House & International, Comedy",78.0,False,An oddly compelling stop action animation film with puppets which provides a glimpse into the meaning of life in the adventures of a group of urban dwellers.,1
93069,500 Days of Summer,PG-13,"Comedy, Drama, Romance",95.0,False,a nicely played but all-too-preciously eccentric romance,0
959180,The Girl With All the Gifts,R,Drama,111.0,True,It's a film for people who thought they never needed to sit through another zombie flick. It's also quite likely the strangest entry that will ever appear on Glenn Close's IMDB page.,1
583348,Money Monster,R,Drama,98.0,True,"No matter how many times Jack O'Connell waves his gun in the air and threatens to detonate the place with a bomb, you never truly believe anyone's life is in danger.",0
205020,Breaking Upwards,NR,"Drama, Romance",88.0,False,"centers around a pair of three-dimensional, neurotic, interesting characters and has a strong, certain rhythm that sets it apart.",1
516094,Leonard Cohen: I'm Your Man,PG-13,"Documentary, Musical & Performing Arts, Special Interest",105.0,True,"An odd but enjoyable concoction of biography, music commentary and concert.",1
129862,American Sniper,R,"Action & Adventure, Drama",132.0,True,What a disappointment.,0
68958,Step Brothers,R,Comedy,95.0,False,"They're just a freak show, an excuse to give us such 'gags' as Reilly emitting the longest and noisiest fart in screen history, and Ferrell exposing his scrotum and wiping it over Reilly's drum kit.",0
145051,The Art Of The Steal,PG,"Documentary, Musical & Performing Arts",101.0,False,"A thoroughly compelling, well-edited and riveting documentary that finds just the right balance between entertaining the audience and provoking them intellectually.",1
292445,Disappearance at Clifton Hill,NR,Drama,100.0,True,"The deeper the film goes, the more it loses its grip.",0
234516,Charlie's Angels,PG-13,"Action & Adventure, Comedy",118.0,False,"Banks has tried to give the tired old property a different spin, but in the end the movie is just typical action fare, and the gender of the heroes isn't enough to save it.",0
1032367,The Young Girls of Rochefort (Les Demoiselles de Rochefort),G,"Art House & International, Classics, Musical & Performing Arts, Romance",125.0,False,The colors appear faded after thirty-one years but the voices and music come across just fine.,1
335294,Far From Heaven,PG-13,"Drama, Romance",107.0,False,"The arthouse Pleasantville, this handsomely crafted facsimile of '50s melodrama is unengaging and redundant, the lacquered artifice erecting a barrier between screen and audience.",0
1119103,X-Men: Apocalypse,PG-13,"Action & Adventure, Science Fiction & Fantasy",143.0,True,The latest in the X-Men movie franchise is just X-meh.,0
1332,Running Scared,R,"Action & Adventure, Drama, Mystery & Suspense",121.0,False,Running Scared doesn't go over the top - it refuses to even acknowledge that there is a top.. it's like if Tarantino directed The Warriors,1
831892,Snowden,R,Drama,134.0,False,"Snowden is a plodding, pedantic exercise in how not to approach culturally compelling material, featuring one of the most laughable lead performances in an alleged prestige picture.",0
199123,Border (Gräns),R,"Art House & International, Mystery & Suspense, Science Fiction & Fantasy, Romance",108.0,False,"In 'Border' remain, as indelible marks, its passionate reflections on identity in many aspects. [Full Review in Spanish]",1
84598,1408,PG-13,"Horror, Mystery & Suspense",94.0,False,Just what does Stephen King have against the hotel industry?,1
532671,Looper,R,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",119.0,False,"[VIDEO ESSAY] As time-travel suspense thrillers go ""Looper"" is a pinch better than mediocre.",0
846998,Space Cowboys,PG-13,"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",129.0,False,Silly yet exhilarating.,1
27089,A Star Is Born,PG,"Classics, Drama, Musical & Performing Arts",176.0,False,"A Star is Born is the superb 1954 musical, acclaimed by many as the greatest Hollywood musical ever made. Judy Garland's intense performance as the main",1
1052311,Transformers: Dark of the Moon,PG-13,"Action & Adventure, Science Fiction & Fantasy",154.0,False,"So bad, in so many ways... Bay has turned in his longest movie outside of Pearl Harbor (2001), and arguably his most soul-sucking to date.",0
836095,Some Velvet Morning,R,Drama,83.0,False,"There is that horrible climax and then the ridiculous twist that makes you go, oh, this was an even bigger waste of time than I already thought it was.",0
533275,Lords of Chaos,R,"Drama, Mystery & Suspense",112.0,False,"As someone who had no real emotional connectedness to the actual story, and was just looking to see a kickass movie, I found Åkerlund's shockingly raw coming-of-age tale to be endlessly engaging.",1
785672,Sex and the City 2,R,"Comedy, Romance",147.0,False,"Superficial, forgettable, meaningless. It's simply bad storytelling, and by the end quite offensive.",0
490244,Kill Bill: Volume 2,R,"Action & Adventure, Comedy, Drama",137.0,False,"If Kill Bill Vol. 1 was bloody exhilarating, Vol. 2 is bloody great. And, as a bonus, not nearly so bloody.",1
1015300,The Shape of Water,R,"Drama, Science Fiction & Fantasy, Romance",123.0,False,"This mash-up of alien and immigrant hardship, in which lonely Elisa finds sexual release with a sea creature, is pervy, ridiculous, and humorless.",0
92066,45 Years,R,Drama,93.0,True,A quietly moving and deceptively tragic look at aging romance haunted by past mysteries.,1
139089,Antebellum,R,"Horror, Mystery & Suspense",106.0,False,"While the ads had me expecting something akin to a mix of Get Out and the original Jacob's Ladder, what we end up with is more Get Out Lite.",1
348027,Fist Fight,R,Comedy,91.0,False,The plotting of Fist Fight is so bare-bones it borders on skeletal.,0
546980,Magic Mike XXL,R,Comedy,115.0,False,"It's a simpler experience, but then doesn't everyone (or everywoman) need a little mindless worship now and again?",1
108777,Absentia,R,Horror,91.0,False,An instant indie horror gem...,1
1008026,The Railway Man,R,Drama,108.0,False,"Garry Phillips' cinematography, too, does equally breath-catching landscape work with seaside Northumberland and the jungles of Southeast Asia.",1
1054297,Treasure Planet,PG,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",95.0,True,"Despite more betrayal and loyalty than a Chris Carabba box set, there's no real good or evil here.",0
454029,Inside Job,PG-13,"Documentary, Special Interest",108.0,False,Charles Ferguson's Inside Job takes a very complex subject -- the story of the global economic collapse triggered by the 2008 failure of several American financial institutions -- and explains it in very simple terms.,1
350900,Flubber,PG,"Comedy, Kids & Family, Science Fiction & Fantasy",93.0,False,Almost everyone in the cast seems to realize they're here purely to kill time between special-effects sequences and the tiresome slapsticky antics served up by screenwriter John Hughes.,0
63309,Trade,R,"Drama, Mystery & Suspense",119.0,True,"The story of the victims on the road is harrowing, but the tale of the kind cop and the teenager with an attitude is a string of big brother clichés.",0
672667,Prince of Persia: The Sands of Time,PG-13,"Action & Adventure, Science Fiction & Fantasy, Romance",116.0,False,Diagnosis: insufficient mayhem.,0
735956,Rodin,NR,"Drama, Romance",119.0,False,Doillon's film opens with Auguste Rodin working on his sculptural interpretation of Dante's The Gates of Hell. It is all too tempting to see this as a metaphor for the film as a whole.,0
317005,Elling,R,"Art House & International, Comedy, Drama",84.0,True,It's affectionate and optimistic without being fuzzy.,1
320271,Enemies Closer,R,"Action & Adventure, Mystery & Suspense",85.0,False,"Outrageous, unintentionally funny, cartoonish, dumb and consistently entertaining---in other words: the ultimate B-movie that's best watched at midnight with a group of friends while intoxicated.",1
133281,Analyze That,R,Comedy,95.0,False,"No dia em que aceitou dirigir esta continuao, Harold Ramis deve ter sado da cama com o p esquerdo. E aqueles que decidiram assistir a este filme tambm.",0
69540,Encounters at the End of the World,G,Documentary,99.0,True,"Werner Herzog is a magnet for obsessives, and his lovely new film, Encounters at the End of the World, takes you places an ordinary filmmaker might've gone to yet missed completely.",1
144419,Around the World in 80 Days,PG,"Action & Adventure, Comedy, Kids & Family",119.0,False,...Chan's random kung-fu sequences feel like just another plate spinning in the air.,0
674644,The Private Lives of Pippa Lee,R,"Comedy, Drama",93.0,False,One of the happiest surprises of this woman on the verge delight is that Pippa Lee's private lives are not what you'd think they are.,1
415835,High Life,R,"Action & Adventure, Art House & International, Science Fiction & Fantasy",113.0,False,"High Life has poetry, but it's awkward. After a long and distinguished career, this is Denis' first movie in English. Is there any reason, beyond increased ticket sales, that a director would cut off her tongue at age 70?",0
294183,District 9,R,"Action & Adventure, Drama, Science Fiction & Fantasy",111.0,False,"Part alien invasion flick, part social commentary, Neill Blomkamp's chilling, thrilling ""District 9"" is a wholly original work. And it features a star-making turn from Sharlto Copley.",1
919507,That's What She Said,R,"Comedy, Drama",84.0,True,"It's nice to see women, particularly ones as talented as the aforementioned trio, take center stage in a comedy; it's frustrating, however, when all they get to do is complain about guys who are totally absent from the film.",0
356533,Frances Ha,R,Comedy,85.0,False,"[Frances Ha] may feel tossed-off, but like the early French New Wave films that inspired it, this affectionate portrait of wayward young folks trying to survive, emotionally and professionally, in the big city is both touching and meaningful.",1
755640,San Andreas,PG-13,Action & Adventure,114.0,True,"Hahahaha. Really, that's about all there is to say about ""San Andreas"" ...",0
515603,Lemony Snicket's A Series of Unfortunate Events,PG,"Action & Adventure, Comedy, Kids & Family",107.0,False,Jim Carrey is delightful as the evil Captain Olaf. It's a dark tale and maybe children will like it. I was disappointed.,0
