ShapeName,Profile,Midcurve,Profile_brep,Midcurve_brep
T_rotated_174,"[[-2.61, -24.86], [-27.48, -22.25], [-26.95, -17.28], [-17.01, -18.32], [-14.92, 1.57], [-9.95, 1.05], [-12.04, -18.85], [-2.09, -19.89]]","[[-12.43, 1.31], [-14.78, -21.07], [-27.21, -19.76], [-2.35, -22.38]]","{""Points"": [[-2.61, -24.86], [-27.48, -22.25], [-26.95, -17.28], [-17.01, -18.32], [-14.92, 1.57], [-9.95, 1.05], [-12.04, -18.85], [-2.09, -19.89]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-12.43, 1.31], [-14.78, -21.07], [-27.21, -19.76], [-2.35, -22.38]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_175,"[[-5.42, -4.55], [-10.4, -4.11], [-11.71, -19.05], [-6.72, -19.49]]","[[-7.91, -4.33], [-9.21, -19.27]]","{""Points"": [[-5.42, -4.55], [-10.4, -4.11], [-11.71, -19.05], [-6.72, -19.49]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.91, -4.33], [-9.21, -19.27]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_175,"[[-5.42, -4.55], [-10.4, -4.11], [-12.58, -29.01], [-37.48, -26.84], [-37.92, -31.82], [-8.03, -34.43]]","[[-7.91, -4.33], [-10.3, -31.72], [-37.7, -29.33]]","{""Points"": [[-5.42, -4.55], [-10.4, -4.11], [-12.58, -29.01], [-37.48, -26.84], [-37.92, -31.82], [-8.03, -34.43]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.91, -4.33], [-10.3, -31.72], [-37.7, -29.33]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_175,"[[-2.18, -24.9], [-12.14, -24.03], [-13.88, -43.96], [-18.86, -43.52], [-17.12, -23.6], [-27.08, -22.73], [-26.65, -17.75], [-16.69, -18.62], [-14.94, 1.31], [-9.96, 0.87], [-11.71, -19.05], [-1.74, -19.92]]","[[-12.45, 1.09], [-14.41, -21.32], [-16.37, -43.74], [-1.96, -22.41], [-26.87, -20.24]]","{""Points"": [[-2.18, -24.9], [-12.14, -24.03], [-13.88, -43.96], [-18.86, -43.52], [-17.12, -23.6], [-27.08, -22.73], [-26.65, -17.75], [-16.69, -18.62], [-14.94, 1.31], [-9.96, 0.87], [-11.71, -19.05], [-1.74, -19.92]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-12.45, 1.09], [-14.41, -21.32], [-16.37, -43.74], [-1.96, -22.41], [-26.87, -20.24]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_175,"[[-2.18, -24.9], [-27.08, -22.73], [-26.65, -17.75], [-16.69, -18.62], [-14.94, 1.31], [-9.96, 0.87], [-11.71, -19.05], [-1.74, -19.92]]","[[-12.45, 1.09], [-14.41, -21.32], [-26.87, -20.24], [-1.96, -22.41]]","{""Points"": [[-2.18, -24.9], [-27.08, -22.73], [-26.65, -17.75], [-16.69, -18.62], [-14.94, 1.31], [-9.96, 0.87], [-11.71, -19.05], [-1.74, -19.92]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-12.45, 1.09], [-14.41, -21.32], [-26.87, -20.24], [-1.96, -22.41]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_176,"[[-5.34, -4.64], [-10.32, -4.29], [-11.37, -19.25], [-6.38, -19.6]]","[[-7.83, -4.46], [-8.88, -19.43]]","{""Points"": [[-5.34, -4.64], [-10.32, -4.29], [-11.37, -19.25], [-6.38, -19.6]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.83, -4.46], [-8.88, -19.43]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_176,"[[-5.34, -4.64], [-10.32, -4.29], [-12.07, -29.23], [-37.01, -27.49], [-37.36, -32.47], [-7.43, -34.57]]","[[-7.83, -4.46], [-9.75, -31.9], [-37.18, -29.98]]","{""Points"": [[-5.34, -4.64], [-10.32, -4.29], [-12.07, -29.23], [-37.01, -27.49], [-37.36, -32.47], [-7.43, -34.57]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.83, -4.46], [-9.75, -31.9], [-37.18, -29.98]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_176,"[[-1.74, -24.94], [-11.72, -24.24], [-13.11, -44.19], [-18.1, -43.84], [-16.71, -23.89], [-26.68, -23.2], [-26.33, -18.21], [-16.36, -18.9], [-14.96, 1.05], [-9.98, 0.7], [-11.37, -19.25], [-1.4, -19.95]]","[[-12.47, 0.87], [-14.04, -21.57], [-15.61, -44.02], [-1.57, -22.45], [-26.51, -20.7]]","{""Points"": [[-1.74, -24.94], [-11.72, -24.24], [-13.11, -44.19], [-18.1, -43.84], [-16.71, -23.89], [-26.68, -23.2], [-26.33, -18.21], [-16.36, -18.9], [-14.96, 1.05], [-9.98, 0.7], [-11.37, -19.25], [-1.4, -19.95]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-12.47, 0.87], [-14.04, -21.57], [-15.61, -44.02], [-1.57, -22.45], [-26.51, -20.7]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_176,"[[-1.74, -24.94], [-26.68, -23.2], [-26.33, -18.21], [-16.36, -18.9], [-14.96, 1.05], [-9.98, 0.7], [-11.37, -19.25], [-1.4, -19.95]]","[[-12.47, 0.87], [-14.04, -21.57], [-26.51, -20.7], [-1.57, -22.45]]","{""Points"": [[-1.74, -24.94], [-26.68, -23.2], [-26.33, -18.21], [-16.36, -18.9], [-14.96, 1.05], [-9.98, 0.7], [-11.37, -19.25], [-1.4, -19.95]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-12.47, 0.87], [-14.04, -21.57], [-26.51, -20.7], [-1.57, -22.45]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_177,"[[-5.25, -4.73], [-10.25, -4.47], [-11.03, -19.45], [-6.04, -19.71]]","[[-7.75, -4.6], [-8.54, -19.58]]","{""Points"": [[-5.25, -4.73], [-10.25, -4.47], [-11.03, -19.45], [-6.04, -19.71]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.75, -4.6], [-8.54, -19.58]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_177,"[[-5.25, -4.73], [-10.25, -4.47], [-11.56, -29.44], [-36.52, -28.13], [-36.78, -33.12], [-6.82, -34.69]]","[[-7.75, -4.6], [-9.19, -32.06], [-36.65, -30.62]]","{""Points"": [[-5.25, -4.73], [-10.25, -4.47], [-11.56, -29.44], [-36.52, -28.13], [-36.78, -33.12], [-6.82, -34.69]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.75, -4.6], [-9.19, -32.06], [-36.65, -30.62]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_177,"[[-1.31, -24.97], [-11.29, -24.44], [-12.34, -44.41], [-17.33, -44.15], [-16.29, -24.18], [-26.27, -23.66], [-26.01, -18.66], [-16.03, -19.19], [-14.98, 0.79], [-9.99, 0.52], [-11.03, -19.45], [-1.05, -19.97]]","[[-12.48, 0.65], [-13.66, -21.81], [-14.84, -44.28], [-1.18, -22.47], [-26.14, -21.16]]","{""Points"": [[-1.31, -24.97], [-11.29, -24.44], [-12.34, -44.41], [-17.33, -44.15], [-16.29, -24.18], [-26.27, -23.66], [-26.01, -18.66], [-16.03, -19.19], [-14.98, 0.79], [-9.99, 0.52], [-11.03, -19.45], [-1.05, -19.97]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-12.48, 0.65], [-13.66, -21.81], [-14.84, -44.28], [-1.18, -22.47], [-26.14, -21.16]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_177,"[[-1.31, -24.97], [-26.27, -23.66], [-26.01, -18.66], [-16.03, -19.19], [-14.98, 0.79], [-9.99, 0.52], [-11.03, -19.45], [-1.05, -19.97]]","[[-12.48, 0.65], [-13.66, -21.81], [-26.14, -21.16], [-1.18, -22.47]]","{""Points"": [[-1.31, -24.97], [-26.27, -23.66], [-26.01, -18.66], [-16.03, -19.19], [-14.98, 0.79], [-9.99, 0.52], [-11.03, -19.45], [-1.05, -19.97]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-12.48, 0.65], [-13.66, -21.81], [-26.14, -21.16], [-1.18, -22.47]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_178,"[[-5.17, -4.82], [-10.17, -4.65], [-10.69, -19.64], [-5.69, -19.81]]","[[-7.67, -4.74], [-8.19, -19.73]]","{""Points"": [[-5.17, -4.82], [-10.17, -4.65], [-10.69, -19.64], [-5.69, -19.81]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.67, -4.74], [-8.19, -19.73]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_178,"[[-5.17, -4.82], [-10.17, -4.65], [-11.04, -29.63], [-36.03, -28.76], [-36.2, -33.76], [-6.22, -34.8]]","[[-7.67, -4.74], [-8.63, -32.22], [-36.11, -31.26]]","{""Points"": [[-5.17, -4.82], [-10.17, -4.65], [-11.04, -29.63], [-36.03, -28.76], [-36.2, -33.76], [-6.22, -34.8]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.67, -4.74], [-8.63, -32.22], [-36.11, -31.26]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_178,"[[-0.87, -24.98], [-10.87, -24.64], [-11.56, -44.62], [-16.56, -44.45], [-15.86, -24.46], [-25.86, -24.11], [-25.68, -19.12], [-15.69, -19.46], [-14.99, 0.52], [-9.99, 0.35], [-10.69, -19.64], [-0.7, -19.99]]","[[-12.49, 0.44], [-13.28, -22.05], [-14.06, -44.54], [-0.79, -22.49], [-25.77, -21.61]]","{""Points"": [[-0.87, -24.98], [-10.87, -24.64], [-11.56, -44.62], [-16.56, -44.45], [-15.86, -24.46], [-25.86, -24.11], [-25.68, -19.12], [-15.69, -19.46], [-14.99, 0.52], [-9.99, 0.35], [-10.69, -19.64], [-0.7, -19.99]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-12.49, 0.44], [-13.28, -22.05], [-14.06, -44.54], [-0.79, -22.49], [-25.77, -21.61]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_178,"[[-0.87, -24.98], [-25.86, -24.11], [-25.68, -19.12], [-15.69, -19.46], [-14.99, 0.52], [-9.99, 0.35], [-10.69, -19.64], [-0.7, -19.99]]","[[-12.49, 0.44], [-13.28, -22.05], [-25.77, -21.61], [-0.79, -22.49]]","{""Points"": [[-0.87, -24.98], [-25.86, -24.11], [-25.68, -19.12], [-15.69, -19.46], [-14.99, 0.52], [-9.99, 0.35], [-10.69, -19.64], [-0.7, -19.99]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-12.49, 0.44], [-13.28, -22.05], [-25.77, -21.61], [-0.79, -22.49]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_179,"[[-5.09, -4.91], [-10.09, -4.82], [-10.35, -19.82], [-5.35, -19.91]]","[[-7.59, -4.87], [-7.85, -19.87]]","{""Points"": [[-5.09, -4.91], [-10.09, -4.82], [-10.35, -19.82], [-5.35, -19.91]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.59, -4.87], [-7.85, -19.87]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_179,"[[-5.09, -4.91], [-10.09, -4.82], [-10.52, -29.82], [-35.52, -29.38], [-35.61, -34.38], [-5.61, -34.91]]","[[-7.59, -4.87], [-8.07, -32.36], [-35.56, -31.88]]","{""Points"": [[-5.09, -4.91], [-10.09, -4.82], [-10.52, -29.82], [-35.52, -29.38], [-35.61, -34.38], [-5.61, -34.91]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.59, -4.87], [-8.07, -32.36], [-35.56, -31.88]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_179,"[[-0.44, -25.0], [-10.43, -24.82], [-10.78, -44.82], [-15.78, -44.73], [-15.43, -24.73], [-25.43, -24.56], [-25.35, -19.56], [-15.35, -19.74], [-15.0, 0.26], [-10.0, 0.17], [-10.35, -19.82], [-0.35, -20.0]]","[[-12.5, 0.22], [-12.89, -22.28], [-13.28, -44.77], [-0.39, -22.5], [-25.39, -22.06]]","{""Points"": [[-0.44, -25.0], [-10.43, -24.82], [-10.78, -44.82], [-15.78, -44.73], [-15.43, -24.73], [-25.43, -24.56], [-25.35, -19.56], [-15.35, -19.74], [-15.0, 0.26], [-10.0, 0.17], [-10.35, -19.82], [-0.35, -20.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-12.5, 0.22], [-12.89, -22.28], [-13.28, -44.77], [-0.39, -22.5], [-25.39, -22.06]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_179,"[[-0.44, -25.0], [-25.43, -24.56], [-25.35, -19.56], [-15.35, -19.74], [-15.0, 0.26], [-10.0, 0.17], [-10.35, -19.82], [-0.35, -20.0]]","[[-12.5, 0.22], [-12.89, -22.28], [-25.39, -22.06], [-0.39, -22.5]]","{""Points"": [[-0.44, -25.0], [-25.43, -24.56], [-25.35, -19.56], [-15.35, -19.74], [-15.0, 0.26], [-10.0, 0.17], [-10.35, -19.82], [-0.35, -20.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-12.5, 0.22], [-12.89, -22.28], [-25.39, -22.06], [-0.39, -22.5]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_180,"[[-5.0, -5.0], [-10.0, -5.0], [-10.0, -20.0], [-5.0, -20.0]]","[[-7.5, -5.0], [-7.5, -20.0]]","{""Points"": [[-5.0, -5.0], [-10.0, -5.0], [-10.0, -20.0], [-5.0, -20.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-7.5, -5.0], [-7.5, -20.0]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_180,"[[-5.0, -5.0], [-10.0, -5.0], [-10.0, -30.0], [-35.0, -30.0], [-35.0, -35.0], [-5.0, -35.0]]","[[-7.5, -5.0], [-7.5, -32.5], [-35.0, -32.5]]","{""Points"": [[-5.0, -5.0], [-10.0, -5.0], [-10.0, -30.0], [-35.0, -30.0], [-35.0, -35.0], [-5.0, -35.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-7.5, -5.0], [-7.5, -32.5], [-35.0, -32.5]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_180,"[[-0.0, -25.0], [-10.0, -25.0], [-10.0, -45.0], [-15.0, -45.0], [-15.0, -25.0], [-25.0, -25.0], [-25.0, -20.0], [-15.0, -20.0], [-15.0, 0.0], [-10.0, 0.0], [-10.0, -20.0], [-0.0, -20.0]]","[[-12.5, 0.0], [-12.5, -22.5], [-12.5, -45.0], [-0.0, -22.5], [-25.0, -22.5]]","{""Points"": [[-0.0, -25.0], [-10.0, -25.0], [-10.0, -45.0], [-15.0, -45.0], [-15.0, -25.0], [-25.0, -25.0], [-25.0, -20.0], [-15.0, -20.0], [-15.0, 0.0], [-10.0, 0.0], [-10.0, -20.0], [-0.0, -20.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-12.5, 0.0], [-12.5, -22.5], [-12.5, -45.0], [-0.0, -22.5], [-25.0, -22.5]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_180,"[[-0.0, -25.0], [-25.0, -25.0], [-25.0, -20.0], [-15.0, -20.0], [-15.0, 0.0], [-10.0, 0.0], [-10.0, -20.0], [-0.0, -20.0]]","[[-12.5, 0.0], [-12.5, -22.5], [-25.0, -22.5], [-0.0, -22.5]]","{""Points"": [[-0.0, -25.0], [-25.0, -25.0], [-25.0, -20.0], [-15.0, -20.0], [-15.0, 0.0], [-10.0, 0.0], [-10.0, -20.0], [-0.0, -20.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-12.5, 0.0], [-12.5, -22.5], [-25.0, -22.5], [-0.0, -22.5]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_translated_-50,"[[-45.0, -45.0], [-40.0, -45.0], [-40.0, -30.0], [-45.0, -30.0]]","[[-42.5, -45.0], [-42.5, -30.0]]","{""Points"": [[-45.0, -45.0], [-40.0, -45.0], [-40.0, -30.0], [-45.0, -30.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-42.5, -45.0], [-42.5, -30.0]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_translated_-50,"[[-45.0, -45.0], [-40.0, -45.0], [-40.0, -20.0], [-15.0, -20.0], [-15.0, -15.0], [-45.0, -15.0]]","[[-42.5, -45.0], [-42.5, -17.5], [-15.0, -17.5]]","{""Points"": [[-45.0, -45.0], [-40.0, -45.0], [-40.0, -20.0], [-15.0, -20.0], [-15.0, -15.0], [-45.0, -15.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-42.5, -45.0], [-42.5, -17.5], [-15.0, -17.5]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_translated_-50,"[[-50.0, -25.0], [-40.0, -25.0], [-40.0, -5.0], [-35.0, -5.0], [-35.0, -25.0], [-25.0, -25.0], [-25.0, -30.0], [-35.0, -30.0], [-35.0, -50.0], [-40.0, -50.0], [-40.0, -30.0], [-50.0, -30.0]]","[[-37.5, -50.0], [-37.5, -27.5], [-37.5, -5.0], [-50.0, -27.5], [-25.0, -27.5]]","{""Points"": [[-50.0, -25.0], [-40.0, -25.0], [-40.0, -5.0], [-35.0, -5.0], [-35.0, -25.0], [-25.0, -25.0], [-25.0, -30.0], [-35.0, -30.0], [-35.0, -50.0], [-40.0, -50.0], [-40.0, -30.0], [-50.0, -30.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-37.5, -50.0], [-37.5, -27.5], [-37.5, -5.0], [-50.0, -27.5], [-25.0, -27.5]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_translated_-50,"[[-50.0, -25.0], [-25.0, -25.0], [-25.0, -30.0], [-35.0, -30.0], [-35.0, -50.0], [-40.0, -50.0], [-40.0, -30.0], [-50.0, -30.0]]","[[-37.5, -50.0], [-37.5, -27.5], [-25.0, -27.5], [-50.0, -27.5]]","{""Points"": [[-50.0, -25.0], [-25.0, -25.0], [-25.0, -30.0], [-35.0, -30.0], [-35.0, -50.0], [-40.0, -50.0], [-40.0, -30.0], [-50.0, -30.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-37.5, -50.0], [-37.5, -27.5], [-25.0, -27.5], [-50.0, -27.5]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_translated_-48,"[[-43.0, -43.0], [-38.0, -43.0], [-38.0, -28.0], [-43.0, -28.0]]","[[-40.5, -43.0], [-40.5, -28.0]]","{""Points"": [[-43.0, -43.0], [-38.0, -43.0], [-38.0, -28.0], [-43.0, -28.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-40.5, -43.0], [-40.5, -28.0]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_translated_-48,"[[-43.0, -43.0], [-38.0, -43.0], [-38.0, -18.0], [-13.0, -18.0], [-13.0, -13.0], [-43.0, -13.0]]","[[-40.5, -43.0], [-40.5, -15.5], [-13.0, -15.5]]","{""Points"": [[-43.0, -43.0], [-38.0, -43.0], [-38.0, -18.0], [-13.0, -18.0], [-13.0, -13.0], [-43.0, -13.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-40.5, -43.0], [-40.5, -15.5], [-13.0, -15.5]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_translated_-48,"[[-48.0, -23.0], [-38.0, -23.0], [-38.0, -3.0], [-33.0, -3.0], [-33.0, -23.0], [-23.0, -23.0], [-23.0, -28.0], [-33.0, -28.0], [-33.0, -48.0], [-38.0, -48.0], [-38.0, -28.0], [-48.0, -28.0]]","[[-35.5, -48.0], [-35.5, -25.5], [-35.5, -3.0], [-48.0, -25.5], [-23.0, -25.5]]","{""Points"": [[-48.0, -23.0], [-38.0, -23.0], [-38.0, -3.0], [-33.0, -3.0], [-33.0, -23.0], [-23.0, -23.0], [-23.0, -28.0], [-33.0, -28.0], [-33.0, -48.0], [-38.0, -48.0], [-38.0, -28.0], [-48.0, -28.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-35.5, -48.0], [-35.5, -25.5], [-35.5, -3.0], [-48.0, -25.5], [-23.0, -25.5]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_translated_-48,"[[-48.0, -23.0], [-23.0, -23.0], [-23.0, -28.0], [-33.0, -28.0], [-33.0, -48.0], [-38.0, -48.0], [-38.0, -28.0], [-48.0, -28.0]]","[[-35.5, -48.0], [-35.5, -25.5], [-23.0, -25.5], [-48.0, -25.5]]","{""Points"": [[-48.0, -23.0], [-23.0, -23.0], [-23.0, -28.0], [-33.0, -28.0], [-33.0, -48.0], [-38.0, -48.0], [-38.0, -28.0], [-48.0, -28.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-35.5, -48.0], [-35.5, -25.5], [-23.0, -25.5], [-48.0, -25.5]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_translated_-46,"[[-41.0, -41.0], [-36.0, -41.0], [-36.0, -26.0], [-41.0, -26.0]]","[[-38.5, -41.0], [-38.5, -26.0]]","{""Points"": [[-41.0, -41.0], [-36.0, -41.0], [-36.0, -26.0], [-41.0, -26.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-38.5, -41.0], [-38.5, -26.0]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
