"","age","type_employer","fnlwgt","education","education_num","marital","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_week","country","income"
"30789",67,"Self-emp-not-inc",191380,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",20051,0,25,"United-States",">50K"
"30790",20,"Private",191910,"HS-grad",9,"Never-married","Protective-serv","Own-child","White","Male",0,0,40,"United-States","<=50K"
"30791",21,"Private",145119,"Some-college",10,"Never-married","Other-service","Own-child","Asian-Pac-Islander","Male",0,0,20,"United-States","<=50K"
"30792",20,"Private",130840,"10th",6,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
"30793",42,"Private",33126,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
"30794",20,"Private",334105,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,10,"United-States","<=50K"
"30795",19,"Local-gov",354104,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,35,"United-States","<=50K"
"30796",34,"Private",111985,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
"30797",40,"Local-gov",321187,"Bachelors",13,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,45,"United-States","<=50K"
"30798",33,"Private",138142,"Some-college",10,"Separated","Other-service","Unmarried","Black","Female",0,0,25,"United-States","<=50K"
"30799",36,"Private",296999,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
"30800",43,"Private",155106,"Assoc-acdm",12,"Divorced","Craft-repair","Not-in-family","White","Male",0,2444,70,"United-States",">50K"
"30801",41,"Local-gov",174491,"HS-grad",9,"Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"30802",34,"State-gov",173266,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"30803",33,"Private",25610,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","Other","Male",0,0,40,"Japan",">50K"
"30804",47,"Private",187563,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"30805",41,"Private",196344,"1st-4th",2,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"Mexico","<=50K"
"30806",40,"Private",205047,"HS-grad",9,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"30807",28,"Private",715938,"Bachelors",13,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States","<=50K"
"30808",62,"Self-emp-not-inc",224520,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,90,"United-States",">50K"
"30809",29,"Private",229656,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,50,"United-States","<=50K"
"30810",46,"Private",97883,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"30811",28,"Private",131298,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"30812",57,"Federal-gov",197875,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"30813",22,"Private",172766,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
"30814",28,"Local-gov",175796,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"30815",24,"Private",51973,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"30816",54,"Self-emp-not-inc",28186,"Bachelors",13,"Divorced","Farming-fishing","Not-in-family","White","Male",27828,0,50,"United-States",">50K"
"30817",22,"Private",291979,"11th",7,"Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"30818",36,"State-gov",180752,"Bachelors",13,"Never-married","Protective-serv","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"30819",50,"Private",234657,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"30820",18,"Private",39411,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,24,"United-States","<=50K"
"30821",52,"State-gov",334273,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"30822",41,"Private",192779,"7th-8th",4,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"?","<=50K"
"30823",21,"?",105312,"HS-grad",9,"Never-married","?","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"30824",36,"Private",171676,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,1741,40,"United-States","<=50K"
"30825",34,"Self-emp-not-inc",182714,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,55,"United-States",">50K"
"30826",21,"Private",231866,"Assoc-voc",11,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"30827",46,"Private",102102,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"30828",57,"?",50248,"Some-college",10,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
"30829",61,"Local-gov",195519,"Masters",14,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,25,"United-States","<=50K"
"30830",22,"State-gov",34310,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,0,25,"United-States","<=50K"
"30831",33,"?",314913,"11th",7,"Divorced","?","Own-child","White","Male",0,0,53,"United-States","<=50K"
"30832",36,"State-gov",747719,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",15024,0,50,"United-States",">50K"
"30833",43,"Local-gov",188280,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",914,0,40,"United-States","<=50K"
"30834",25,"Private",110978,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,37,"India",">50K"
"30835",17,"Private",79682,"10th",6,"Never-married","Priv-house-serv","Other-relative","White","Male",0,0,30,"United-States","<=50K"
"30836",45,"Private",294671,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",4386,0,38,"United-States",">50K"
"30837",30,"Private",340899,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1590,80,"United-States","<=50K"
"30838",40,"Private",192259,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
"30839",31,"Local-gov",190228,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"30840",42,"Private",118947,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"30841",53,"Private",55861,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"30842",37,"Private",238433,"1st-4th",2,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"Cuba","<=50K"
"30843",37,"State-gov",166744,"HS-grad",9,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,20,"United-States","<=50K"
"30844",54,"Private",144586,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",">50K"
"30845",36,"Private",134367,"HS-grad",9,"Divorced","Other-service","Own-child","White","Female",0,0,30,"United-States","<=50K"
"30846",46,"Private",133616,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"30847",46,"Private",203039,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States","<=50K"
"30848",32,"Private",217460,"9th",5,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
"30849",17,"Private",106733,"11th",7,"Never-married","Craft-repair","Own-child","White","Male",594,0,40,"United-States","<=50K"
"30850",42,"State-gov",212027,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"30851",37,"Local-gov",126569,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"30852",29,"Private",289960,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States","<=50K"
"30853",54,"Private",174102,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"30854",38,"Private",181716,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","<=50K"
"30855",46,"Local-gov",172822,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"30856",24,"Private",293091,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
"30857",57,"Private",107443,"1st-4th",2,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Portugal","<=50K"
"30858",59,"Private",95283,"1st-4th",2,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"30859",33,"Private",65278,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"30860",35,"Private",220943,"HS-grad",9,"Divorced","Other-service","Unmarried","Black","Female",0,1594,40,"United-States","<=50K"
"30861",53,"Private",257940,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2829,0,40,"United-States","<=50K"
"30862",26,"Private",134945,"HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"30863",55,"Self-emp-not-inc",105582,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",2228,0,50,"United-States","<=50K"
"30864",46,"Private",169324,"HS-grad",9,"Separated","Other-service","Not-in-family","Black","Female",0,0,45,"Jamaica","<=50K"
"30865",44,"State-gov",98989,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Amer-Indian-Eskimo","Male",0,0,38,"United-States",">50K"
"30866",30,"Self-emp-not-inc",113838,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",3137,0,60,"Germany","<=50K"
"30867",24,"Private",143436,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,24,"United-States","<=50K"
"30868",32,"Private",143604,"10th",6,"Married-spouse-absent","Other-service","Not-in-family","Black","Female",0,0,37,"United-States","<=50K"
"30869",35,"Private",226311,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"30870",67,"Private",94610,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United-States",">50K"
"30871",56,"Self-emp-not-inc",26716,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"United-States",">50K"
"30872",26,"Private",160261,"Masters",14,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,20,"India","<=50K"
"30873",46,"Private",117310,"Assoc-acdm",12,"Widowed","Tech-support","Unmarried","White","Female",6497,0,40,"United-States","<=50K"
"30874",52,"Private",154342,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",">50K"
"30875",38,"Self-emp-not-inc",89202,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"30876",31,"Private",174704,"HS-grad",9,"Divorced","Sales","Unmarried","Black","Male",0,0,50,"United-States","<=50K"
"30877",53,"Private",153486,"HS-grad",9,"Separated","Transport-moving","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"30878",27,"Private",360097,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"30879",39,"Private",230356,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"30880",22,"Private",163870,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
"30881",37,"Private",199753,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States",">50K"
"30882",20,"Private",333505,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,30,"Nicaragua","<=50K"
"30883",60,"Local-gov",149281,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
"30884",51,"Private",138514,"Assoc-voc",11,"Divorced","Tech-support","Unmarried","Black","Female",0,0,48,"United-States","<=50K"
"30885",57,"Federal-gov",66504,"Prof-school",15,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States",">50K"
"30886",59,"Private",206487,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"30887",37,"Private",170020,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"30888",35,"Private",217605,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Wife","White","Female",0,0,40,"United-States","<=50K"
"30889",43,"Private",145711,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,72,"United-States",">50K"
"30890",17,"Private",169155,"12th",8,"Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
"30891",45,"Private",34127,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"30892",18,"Private",110142,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
"30893",52,"Private",222646,"12th",8,"Separated","Machine-op-inspct","Other-relative","White","Female",0,0,40,"Cuba","<=50K"
"30894",18,"Private",182643,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,9,"United-States","<=50K"
"30895",20,"Private",303565,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"Germany","<=50K"
"30896",34,"Private",140092,"HS-grad",9,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"30897",19,"Private",178811,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,0,20,"United-States","<=50K"
"30898",18,"?",267399,"12th",8,"Never-married","?","Own-child","White","Female",0,0,12,"United-States","<=50K"
"30899",17,"Local-gov",192387,"9th",5,"Never-married","Other-service","Own-child","White","Male",0,0,45,"United-States","<=50K"
"30900",30,"Federal-gov",127610,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"30901",29,"Private",258862,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"30902",30,"Private",225231,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",8614,0,50,"United-States",">50K"
"30903",18,"Private",174926,"9th",5,"Never-married","Other-service","Own-child","White","Male",0,0,15,"?","<=50K"
"30904",50,"State-gov",238187,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,37,"United-States","<=50K"
"30905",22,"Private",191444,"HS-grad",9,"Never-married","Sales","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"30906",21,"Private",198822,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
"30907",39,"Self-emp-not-inc",251323,"9th",5,"Married-civ-spouse","Farming-fishing","Other-relative","White","Male",0,0,40,"Cuba","<=50K"
"30908",20,"Private",168187,"Some-college",10,"Never-married","Other-service","Other-relative","White","Female",4416,0,25,"United-States","<=50K"
"30909",62,"Private",370881,"Assoc-acdm",12,"Widowed","Other-service","Not-in-family","White","Female",0,0,7,"United-States","<=50K"
"30910",32,"Private",198183,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
"30911",38,"Private",210610,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"30912",32,"Private",269182,"Some-college",10,"Separated","Tech-support","Unmarried","Black","Female",3887,0,40,"United-States","<=50K"
"30913",55,"Private",141727,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",3464,0,40,"United-States","<=50K"
"30914",38,"Private",185848,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,70,"United-States",">50K"
"30915",34,"Private",46746,"11th",7,"Never-married","Other-service","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"30916",28,"Private",120475,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","<=50K"
"30917",26,"Private",135845,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
"30918",41,"Private",310255,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"30919",61,"State-gov",379885,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
"30920",75,"Self-emp-not-inc",31428,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",3456,0,40,"United-States","<=50K"
"30921",21,"Private",211013,"Assoc-voc",11,"Married-civ-spouse","Other-service","Other-relative","White","Female",0,0,50,"Mexico","<=50K"
"30922",50,"Private",175029,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",">50K"
"30923",49,"Self-emp-inc",119539,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"?",">50K"
"30924",26,"Private",247025,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,65,"United-States","<=50K"
"30925",39,"Private",252327,"7th-8th",4,"Never-married","Other-service","Own-child","White","Male",0,0,40,"Mexico","<=50K"
"30926",24,"Self-emp-not-inc",375313,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
"30927",56,"Private",107165,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,18,"United-States","<=50K"
"30928",17,"Private",108470,"11th",7,"Never-married","Other-service","Own-child","Black","Male",0,0,17,"United-States","<=50K"
"30929",37,"Private",150057,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,52,"United-States",">50K"
"30930",23,"Private",189468,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Own-child","White","Female",0,0,30,"United-States","<=50K"
"30931",28,"?",198393,"HS-grad",9,"Never-married","?","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"30932",57,"Self-emp-not-inc",181031,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
"30933",42,"Local-gov",569930,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States",">50K"
"30934",25,"Private",27411,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"30935",22,"Private",147397,"Bachelors",13,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
"30936",39,"Private",242922,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States","<=50K"
"30937",54,"Private",154949,"11th",7,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,40,"United-States",">50K"
"30938",41,"Self-emp-inc",423217,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"30939",43,"Federal-gov",195385,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"30940",19,"Private",100009,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"30941",35,"Private",191628,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"30942",34,"Private",340880,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"Philippines",">50K"
"30943",19,"Private",207173,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,30,"United-States","<=50K"
"30944",33,"Private",48010,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"30945",33,"Private",229051,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,52,"United-States","<=50K"
"30946",49,"Private",193366,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
"30947",31,"Private",57781,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,50,"United-States","<=50K"
"30948",69,"?",121136,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,13,"United-States","<=50K"
"30949",41,"Private",433989,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",4386,0,60,"United-States",">50K"
"30950",24,"Private",136687,"HS-grad",9,"Separated","Machine-op-inspct","Unmarried","Other","Female",0,0,40,"United-States","<=50K"
"30951",45,"State-gov",154117,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,38,"United-States",">50K"
"30952",63,"Private",294009,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,45,"United-States",">50K"
"30953",75,"Private",239038,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,16,"United-States","<=50K"
"30954",34,"Private",244064,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
"30955",69,"Private",128348,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",9386,0,50,"United-States",">50K"
"30956",33,"Private",66278,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"30957",44,"Private",162643,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,43,"United-States","<=50K"
"30958",45,"Private",179659,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",3103,0,40,"United-States",">50K"
"30959",18,"Private",205218,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
"30960",48,"Private",154033,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,52,"United-States","<=50K"
"30961",43,"Private",158528,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"30962",26,"Private",366219,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,1848,60,"United-States",">50K"
"30963",35,"Private",301862,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Male",0,0,50,"United-States","<=50K"
"30964",34,"Private",228406,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"30965",48,"Private",120131,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,70,"United-States",">50K"
"30966",54,"Local-gov",127943,"HS-grad",9,"Widowed","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"30967",57,"Private",301514,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"30968",21,"Private",156980,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,60,"United-States","<=50K"
"30969",28,"Private",124685,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Amer-Indian-Eskimo","Male",0,0,55,"United-States","<=50K"
"30970",51,"Private",305673,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Canada",">50K"
"30971",34,"Local-gov",31391,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,53,"United-States",">50K"
"30972",41,"Local-gov",33658,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,45,"United-States",">50K"
"30973",21,"Private",211391,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,27,"United-States","<=50K"
"30974",26,"Private",402998,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,58,"United-States",">50K"
"30975",66,"Private",78855,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
"30976",40,"Private",320451,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1977,45,"Hong",">50K"
"30977",48,"Private",49278,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"30978",44,"?",248876,"Bachelors",13,"Divorced","?","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"30979",41,"Private",242586,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"30980",41,"Private",359696,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",15024,0,60,"United-States",">50K"
"30981",55,"Local-gov",296085,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
"30982",43,"Private",233130,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"30983",51,"Private",189511,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"Germany",">50K"
"30984",31,"Private",124420,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"30985",30,"Self-emp-not-inc",67072,"Bachelors",13,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",6849,0,60,"United-States","<=50K"
"30986",51,"Private",194908,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
"30987",31,"Local-gov",94991,"HS-grad",9,"Divorced","Other-service","Unmarried","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"30988",18,"Private",194561,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,37,"United-States","<=50K"
"30989",60,"Private",75726,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,1092,40,"United-States","<=50K"
"30990",29,"Private",60722,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
"30991",33,"Private",59944,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"30992",34,"Private",220840,"5th-6th",3,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"Mexico","<=50K"
"30993",40,"Self-emp-inc",104235,"Masters",14,"Never-married","Other-service","Own-child","White","Male",0,0,99,"United-States","<=50K"
"30994",57,"Private",142714,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
"30995",55,"Local-gov",110490,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,60,"United-States","<=50K"
"30996",40,"Self-emp-not-inc",154076,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
"30997",26,"State-gov",130557,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"30998",29,"Private",107108,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"30999",30,"Private",207172,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"Mexico","<=50K"
